transaction_id,supplier_id,transaction_date,contract_value_usd,currency,category,subcategory,department,contract_duration_months,tender_type,local_content_percentage,payment_terms,contract_start_date,contract_end_date,po_number,delivery_location,project_code,budget_code,approval_level,contract_status
TXN000126,SUP0474,2018-07-21,1370441.04,USD,Medical Services,Electrical Services,Mining Operations,12,Open Tender,8.9,Net 60,2018-07-21,2019-07-16,PO619389,Ahafo South,PRJ3068,BUD614,VP,Completed
TXN000127,SUP0335,2012-04-02,32875.19,USD,Environmental Services,Transportation & Logistics,Maintenance,12,Direct Award,97.0,Net 30,2012-04-02,2013-03-28,PO651499,Accra Office,PRJ1251,BUD839,Director,Completed
TXN000128,SUP0030,2019-03-13,9440.25,USD,Safety Equipment,Equipment Rental,Mining Operations,3,Restricted Tender,97.3,Net 60,2019-03-13,2019-06-11,PO178463,Accra Office,PRJ5342,BUD446,SVP,Completed
TXN000129,SUP0371,2024-07-29,15997.8,USD,Supplies & Materials,Laboratory Services,Administration,1,Direct Award,98.8,Net 90,2024-07-29,2024-08-28,PO993744,Accra Office,PRJ6188,BUD741,SVP,Completed
TXN000130,SUP0320,2022-02-19,53955.88,USD,Safety Equipment,Financial Services,Mining Operations,1,Direct Award,73.6,Net 30,2022-02-19,2022-03-21,PO346174,Subika,PRJ4727,BUD864,Manager,Completed
TXN000131,SUP0270,2019-09-26,66650.98,USD,Financial Services,Mechanical Services,Mining Operations,1,Restricted Tender,88.4,Net 30,2019-09-26,2019-10-26,PO565230,Ahafo North,PRJ5906,BUD129,Manager,Cancelled
TXN000132,SUP0091,2017-04-11,11014.37,USD,Legal Services,IT Services,Mining Operations,1,Direct Award,98.2,Net 90,2017-04-11,2017-05-11,PO475876,Subika,PRJ8056,BUD249,Director,Completed
TXN000133,SUP0365,2021-11-30,4153268.72,USD,Waste Management,Equipment Parts,Community Relations,2,Open Tender,12.7,Net 60,2021-11-30,2022-01-29,PO278240,Ahafo North,PRJ2293,BUD724,SVP,Completed
TXN000134,SUP0343,2023-11-25,184543.27,USD,Environmental Services,Laboratory Services,Maintenance,36,Open Tender,89.8,Net 60,2023-11-25,2026-11-09,PO621841,Ahafo North,PRJ4804,BUD572,VP,Active
TXN000135,SUP0227,2020-04-22,3735943.41,USD,Safety Equipment,Laboratory Services,Administration,2,Open Tender,10.6,Net 30,2020-04-22,2020-06-21,PO943718,Accra Office,PRJ5712,BUD793,Director,Completed
TXN000136,SUP0184,2011-08-29,1377120.55,USD,Civil Works,Training Services,Community Relations,2,Open Tender,2.0,Net 90,2011-08-29,2011-10-28,PO716113,Subika,PRJ7951,BUD806,VP,Completed
TXN000137,SUP0348,2020-03-31,1605756.875,GHS,Equipment Parts,Waste Management,Mining Operations,2,Open Tender,99.7,Net 60,2020-03-31,2020-05-30,PO503380,Accra Office,PRJ2747,BUD342,SVP,Completed
TXN000138,SUP0236,2022-10-30,2523436.64,USD,Equipment Parts,Security Services,Mining Operations,2,Open Tender,21.0,Net 90,2022-10-30,2022-12-29,PO833247,Subika,PRJ1359,BUD949,SVP,Completed
TXN000139,SUP0203,2016-02-27,188984.52,USD,Office Supplies,Medical Services,Maintenance,1,Restricted Tender,75.0,Net 30,2016-02-27,2016-03-28,PO735863,Accra Office,PRJ5689,BUD894,Director,Completed
TXN000140,SUP0381,2023-08-14,35834.45,USD,IT Services,Office Supplies,Mining Operations,6,Open Tender,98.0,Net 60,2023-08-14,2024-02-10,PO767542,Ahafo North,PRJ5106,BUD794,Director,Completed
TXN000141,SUP0247,2024-02-03,356826.92,USD,Mechanical Services,Training Services,Community Relations,1,Open Tender,59.6,Net 30,2024-02-03,2024-03-04,PO423939,Accra Office,PRJ1546,BUD693,VP,Completed
TXN000142,SUP0160,2012-12-12,779978.88,USD,Fuel & Lubricants,Financial Services,Maintenance,1,Restricted Tender,27.4,Net 90,2012-12-12,2013-01-11,PO442589,Accra Office,PRJ3877,BUD305,Director,Completed
TXN000143,SUP0429,2022-02-05,441454.7,USD,Equipment Rental,Supplies & Materials,Maintenance,2,Open Tender,83.9,Net 90,2022-02-05,2022-04-06,PO970813,Ahafo North,PRJ5210,BUD944,SVP,Completed
TXN000144,SUP0137,2016-08-14,426891.85,USD,Medical Services,Legal Services,Mining Operations,36,Open Tender,46.9,Net 90,2016-08-14,2019-07-30,PO943298,Ahafo South,PRJ8673,BUD177,Director,Cancelled
TXN000145,SUP0031,2015-01-23,257010.83,USD,Safety Equipment,Maintenance Services,Mining Operations,3,Open Tender,31.1,Upon Delivery,2015-01-23,2015-04-23,PO986827,Subika,PRJ2479,BUD909,SVP,Completed
TXN000146,SUP0279,2010-04-25,885810.73,USD,Consulting Services,Training Services,Maintenance,6,Open Tender,28.7,Net 30,2010-04-25,2010-10-22,PO576877,Subika,PRJ5295,BUD698,SVP,Completed
TXN000147,SUP0452,2024-04-27,208450.86,USD,Medical Services,Civil Works,Security,6,Open Tender,42.9,Net 30,2024-04-27,2024-10-24,PO807617,Ahafo North,PRJ8724,BUD125,VP,Completed
TXN000148,SUP0181,2023-09-07,141769.33,USD,Financial Services,Medical Services,Mining Operations,3,Restricted Tender,71.4,Net 30,2023-09-07,2023-12-06,PO766269,Accra Office,PRJ5951,BUD764,SVP,Completed
TXN000149,SUP0458,2012-08-13,101710.74,USD,Transportation & Logistics,Equipment Rental,Environmental,1,Open Tender,56.1,Net 30,2012-08-13,2012-09-12,PO139019,Subika,PRJ9071,BUD218,Manager,Completed
TXN000150,SUP0380,2015-04-08,134245.9,USD,Supplies & Materials,Construction Services,Maintenance,3,Open Tender,71.0,Net 60,2015-04-08,2015-07-07,PO507524,Accra Office,PRJ7078,BUD786,SVP,Completed
TXN000151,SUP0069,2023-03-05,30141.83,USD,Office Supplies,Safety Equipment,Mining Operations,3,Open Tender,97.2,Net 60,2023-03-05,2023-06-03,PO535037,Ahafo South,PRJ9017,BUD730,SVP,Completed
TXN000152,SUP0449,2016-04-10,105531.82,USD,Waste Management,Electrical Services,Community Relations,1,Open Tender,79.2,Net 90,2016-04-10,2016-05-10,PO327823,Accra Office,PRJ8285,BUD341,VP,Completed
TXN000153,SUP0474,2012-03-24,2764130.23,USD,Medical Services,Electrical Services,Maintenance,36,Restricted Tender,7.6,Net 90,2012-03-24,2015-03-09,PO670913,Subika,PRJ1992,BUD507,VP,Completed
TXN000154,SUP0061,2014-04-04,168391.2,USD,Fuel & Lubricants,Laboratory Services,Environmental,1,Open Tender,76.1,Upon Delivery,2014-04-04,2014-05-04,PO196126,Ahafo North,PRJ1349,BUD151,VP,Completed
TXN000155,SUP0209,2015-06-19,28240.38,USD,Fuel & Lubricants,Environmental Services,Environmental,1,Open Tender,97.0,Net 60,2015-06-19,2015-07-19,PO171942,Ahafo North,PRJ4538,BUD932,Director,Completed
TXN000156,SUP0136,2017-05-15,516103.12,USD,Construction Services,Catering Services,Maintenance,3,Open Tender,84.2,Net 30,2017-05-15,2017-08-13,PO390743,Ahafo North,PRJ3129,BUD653,VP,Completed
TXN000157,SUP0213,2013-11-30,917391.38,USD,IT Services,Equipment Rental,Mining Operations,1,Open Tender,11.7,Net 30,2013-11-30,2013-12-30,PO238205,Ahafo South,PRJ6869,BUD908,Director,Completed
TXN000158,SUP0262,2023-03-17,4094277.46,USD,Office Supplies,Fuel & Lubricants,Environmental,2,Open Tender,4.4,Net 30,2023-03-17,2023-05-16,PO282710,Subika,PRJ1858,BUD229,SVP,Completed
TXN000159,SUP0411,2021-10-19,103517.52,USD,Waste Management,Civil Works,Mining Operations,1,Open Tender,92.1,Net 30,2021-10-19,2021-11-18,PO599380,Accra Office,PRJ6931,BUD625,Manager,Completed
TXN000160,SUP0167,2020-02-20,84411.68,USD,Supplies & Materials,Waste Management,Environmental,3,Open Tender,91.3,Net 60,2020-02-20,2020-05-20,PO744986,Ahafo South,PRJ9543,BUD408,SVP,Completed
TXN000161,SUP0111,2024-06-06,187561.74,USD,Electrical Services,Office Supplies,Security,1,Open Tender,84.4,Net 30,2024-06-06,2024-07-06,PO602248,Accra Office,PRJ7984,BUD802,Manager,Completed
TXN000162,SUP0442,2020-12-30,2306727.01,USD,Equipment Parts,Civil Works,Mining Operations,3,Open Tender,1.4,Upon Delivery,2020-12-30,2021-03-30,PO177060,Ahafo South,PRJ6277,BUD722,Director,Completed
TXN000163,SUP0113,2011-06-23,3489228.78,USD,Environmental Services,Electrical Services,Community Relations,3,Open Tender,12.0,Net 90,2011-06-23,2011-09-21,,Subika,PRJ7240,BUD711,VP,Completed
TXN000164,SUP0125,2020-03-05,196185.98,USD,Catering Services,Equipment Parts,Mining Operations,24,Open Tender,73.7,Upon Delivery,2020-03-05,2022-02-23,PO203996,Ahafo South,PRJ4522,BUD540,SVP,Completed
TXN000165,SUP0488,2015-02-15,149154.15,USD,Legal Services,Supplies & Materials,Administration,12,Open Tender,84.7,Net 90,2015-02-15,2016-02-10,PO967611,Accra Office,PRJ7532,BUD525,Manager,Completed
TXN000166,SUP0196,2017-01-04,105497.15,USD,Medical Services,Waste Management,Maintenance,12,Restricted Tender,71.1,Net 90,2017-01-04,2017-12-30,PO797416,Subika,PRJ7132,BUD256,SVP,Completed
TXN000167,SUP0210,2011-07-04,197409.08,USD,Laboratory Services,Laboratory Services,Environmental,1,Open Tender,71.4,Net 30,2011-07-04,2011-08-03,PO197758,Accra Office,PRJ2582,BUD862,VP,Completed
TXN000168,SUP0196,2012-12-01,32978.6,USD,Medical Services,Waste Management,Maintenance,24,Open Tender,80.7,Net 30,2012-12-01,2014-11-21,PO714953,Subika,PRJ3002,BUD520,VP,Completed
TXN000169,SUP0496,2024-12-03,27098.03,USD,Safety Equipment,Supplies & Materials,Maintenance,2,Open Tender,72.4,Net 30,2024-12-03,2025-02-01,PO401601,Subika,PRJ6761,BUD206,Director,Completed
TXN000170,SUP0037,2013-06-21,94205.63,USD,Transportation & Logistics,Training Services,Maintenance,3,Restricted Tender,78.3,Upon Delivery,2013-06-21,2013-09-19,PO335137,Ahafo South,PRJ6736,BUD965,VP,Completed
TXN000171,SUP0312,2012-07-30,21313.64,USD,Safety Equipment,Security Services,Mining Operations,2,Direct Award,96.8,Net 60,2012-07-30,2012-09-28,PO946432,Accra Office,PRJ1430,BUD723,VP,Completed
TXN000172,SUP0489,2010-08-26,3546465.55,USD,Safety Equipment,Safety Equipment,Maintenance,1,Open Tender,4.0,Net 90,2010-08-26,2010-09-25,PO836833,Subika,PRJ6567,BUD459,Manager,Completed
TXN000173,SUP0022,2014-01-26,32482.3,USD,Legal Services,Mechanical Services,Environmental,3,Direct Award,99.2,Upon Delivery,2014-01-26,2014-04-26,PO172965,Ahafo North,PRJ1502,BUD193,Director,Completed
TXN000174,SUP0295,2018-06-09,36227.04,USD,Catering Services,Training Services,Administration,12,Direct Award,99.4,Upon Delivery,2018-06-09,2019-06-04,PO457455,Ahafo North,PRJ7062,BUD419,VP,Completed
TXN000175,SUP0169,2022-09-24,10151.04,USD,Safety Equipment,Transportation & Logistics,Administration,3,Direct Award,99.4,Net 30,2022-09-24,2022-12-23,PO155164,Ahafo North,PRJ3579,BUD872,Manager,Completed
TXN000176,SUP0217,2025-02-12,156953.9,USD,Civil Works,Waste Management,Environmental,1,Restricted Tender,79.2,Net 90,2025-02-12,2025-03-14,PO564637,Accra Office,PRJ8957,BUD721,SVP,Cancelled
TXN000177,SUP0053,2019-04-16,989091.27,USD,Catering Services,Fuel & Lubricants,Mining Operations,6,Open Tender,11.8,Net 60,2019-04-16,2019-10-13,PO891615,Ahafo South,PRJ6655,BUD540,Manager,Completed
TXN000178,SUP0320,2016-05-09,107308.17,USD,Safety Equipment,Financial Services,Mining Operations,3,Open Tender,78.7,Upon Delivery,2016-05-09,2016-08-07,PO652530,Subika,PRJ1744,BUD325,SVP,Completed
TXN000179,SUP0103,2023-06-11,180304.59,USD,Training Services,Safety Equipment,Security,1,Restricted Tender,81.4,Net 30,2023-06-11,2023-07-11,PO314353,Subika,PRJ4460,BUD885,Director,Completed
TXN000180,SUP0053,2015-09-25,4184993.5,USD,Catering Services,Fuel & Lubricants,Maintenance,6,Open Tender,0.8,Net 90,2015-09-25,2016-03-23,PO225812,Ahafo South,PRJ9149,BUD864,SVP,Completed
TXN000181,SUP0392,2013-12-10,163993.1,USD,Fuel & Lubricants,Equipment Parts,Community Relations,1,Open Tender,57.6,Upon Delivery,2013-12-10,2014-01-09,PO658453,Ahafo North,PRJ9196,BUD672,VP,Completed
TXN000182,SUP0198,2011-08-14,760847.83,USD,Legal Services,Maintenance Services,Mining Operations,12,Open Tender,3.8,Net 30,2011-08-14,2012-08-08,PO557409,Ahafo South,PRJ8532,BUD179,VP,Completed
TXN000183,SUP0291,2022-11-30,13641.47,USD,Security Services,Training Services,Security,12,Direct Award,97.4,Upon Delivery,2022-11-30,2023-11-25,PO843963,Accra Office,PRJ5743,BUD217,SVP,Cancelled
TXN000184,SUP0233,2010-06-20,305558.39,USD,Equipment Rental,Safety Equipment,Community Relations,2,Restricted Tender,42.7,Net 60,2010-06-20,2010-08-19,PO940247,Accra Office,PRJ6928,BUD190,SVP,Completed
TXN000185,SUP0343,2012-05-17,118707.7,USD,Environmental Services,Laboratory Services,Mining Operations,3,Open Tender,72.2,Upon Delivery,2012-05-17,2012-08-15,,Accra Office,PRJ9584,BUD180,SVP,Completed
TXN000186,SUP0135,2016-12-16,5081087.875,GHS,Supplies & Materials,Safety Equipment,Mining Operations,3,Restricted Tender,8.0,Net 90,2016-12-16,2017-03-16,PO332335,Subika,PRJ3754,BUD178,Manager,Completed
TXN000187,SUP0032,2021-11-25,119780.02,USD,Safety Equipment,Financial Services,Mining Operations,3,Open Tender,74.5,Net 60,2021-11-25,2022-02-23,PO913934,Subika,PRJ6752,BUD844,Director,Completed
TXN000188,SUP0090,2015-04-20,142987.24,USD,Office Supplies,Fuel & Lubricants,Maintenance,1,Open Tender,69.4,Net 60,2015-04-20,2015-05-20,PO368402,Ahafo North,PRJ3842,BUD716,Director,Completed
TXN000189,SUP0224,2024-09-13,180059.03,USD,Mechanical Services,Laboratory Services,Mining Operations,1,Restricted Tender,72.4,Net 60,2024-09-13,2024-10-13,PO910389,Accra Office,PRJ8601,BUD872,SVP,Completed
TXN000190,SUP0260,2025-04-11,29100.57,USD,Electrical Services,Mechanical Services,Community Relations,24,Direct Award,98.0,Net 90,2025-04-11,2027-04-01,PO757685,Subika,PRJ3473,BUD550,Manager,Active
TXN000191,SUP0164,2020-07-08,71403.75,USD,Catering Services,Consulting Services,Maintenance,12,Restricted Tender,55.0,Net 90,2020-07-08,2021-07-03,PO935012,Subika,PRJ1920,BUD460,Manager,Completed
TXN000192,SUP0010,2016-12-17,255192.5,USD,Office Supplies,IT Services,Mining Operations,2,Open Tender,31.8,Upon Delivery,2016-12-17,2017-02-15,PO139434,Ahafo South,PRJ7041,BUD951,VP,Completed
TXN000193,SUP0395,2011-09-21,372841.55,USD,Construction Services,Waste Management,Administration,36,Open Tender,93.1,Net 30,2011-09-21,2014-09-05,PO744883,Accra Office,PRJ8581,BUD694,Manager,Completed
TXN000194,SUP0330,2020-02-02,15076.03,USD,Financial Services,Legal Services,Mining Operations,24,Restricted Tender,75.8,Net 60,2020-02-02,2022-01-22,PO437145,Accra Office,PRJ9214,BUD254,Manager,Completed
TXN000195,SUP0027,2020-02-08,591743.34,USD,Equipment Rental,Waste Management,Community Relations,1,Open Tender,70.9,Net 90,2020-02-08,2020-03-09,PO849014,Ahafo South,PRJ9266,BUD761,Director,Completed
TXN000196,SUP0326,2010-11-17,321287.66,USD,Maintenance Services,Legal Services,Administration,3,Open Tender,13.4,Upon Delivery,2010-11-17,2011-02-15,PO560767,Ahafo North,PRJ6962,BUD481,VP,Completed
TXN000197,SUP0209,2018-09-09,33171.34,USD,Fuel & Lubricants,Environmental Services,Mining Operations,2,Open Tender,96.4,Net 90,2018-09-09,2018-11-08,PO811875,Ahafo South,PRJ6482,BUD167,VP,Completed
TXN000198,SUP0303,2012-02-14,1282663.0,USD,Equipment Rental,Catering Services,Community Relations,3,Open Tender,51.0,Upon Delivery,2012-02-14,2012-05-14,PO397949,Subika,PRJ3463,BUD441,Manager,Completed
TXN000199,SUP0335,2023-01-26,33927.56,USD,Environmental Services,Transportation & Logistics,Administration,36,Restricted Tender,98.1,Net 60,2023-01-26,2026-01-10,PO466813,Subika,PRJ7421,BUD232,Manager,Active
TXN000200,SUP0353,2016-12-11,1204224.41,USD,Equipment Rental,Catering Services,Maintenance,3,Open Tender,39.0,Upon Delivery,2016-12-11,2017-03-11,PO774751,Subika,PRJ3093,BUD786,Manager,Completed
TXN000201,SUP0300,2024-06-28,132874.96,USD,Equipment Rental,Legal Services,Maintenance,3,Open Tender,98.9,Upon Delivery,2024-06-28,2024-09-26,PO633188,Subika,PRJ1298,BUD471,VP,Completed
TXN000202,SUP0246,2014-01-16,1186731.57,USD,Training Services,Civil Works,Maintenance,3,Open Tender,13.1,Net 90,2014-01-16,2014-04-16,PO903373,Accra Office,PRJ4145,BUD331,Director,Completed
TXN000203,SUP0395,2013-06-23,532065.01,USD,Construction Services,Waste Management,Environmental,1,Open Tender,71.5,Net 90,2013-06-23,2013-07-23,,Ahafo South,PRJ9317,BUD889,Manager,Completed
TXN000204,SUP0159,2024-11-05,480562.31,USD,Equipment Rental,Catering Services,Community Relations,2,Restricted Tender,82.5,Net 60,2024-11-05,2025-01-04,PO726258,Accra Office,PRJ3527,BUD266,Director,Completed
TXN000205,SUP0426,2025-07-16,375641.66,USD,Financial Services,Training Services,Community Relations,24,Open Tender,53.4,Net 60,2025-07-16,2027-07-06,PO856215,Accra Office,PRJ1715,BUD520,VP,Active
TXN000206,SUP0493,2025-03-03,68397.55,USD,Waste Management,Environmental Services,Mining Operations,3,Restricted Tender,92.4,Net 60,2025-03-03,2025-06-01,PO565776,Subika,PRJ8355,BUD339,Director,Completed
TXN000207,SUP0191,2016-12-10,46076.97,USD,Training Services,Laboratory Services,Mining Operations,12,Restricted Tender,96.6,Net 60,2016-12-10,2017-12-05,PO485709,Accra Office,PRJ8564,BUD887,VP,Completed
TXN000208,SUP0156,2018-07-26,105495.3,USD,Transportation & Logistics,Consulting Services,Maintenance,3,Restricted Tender,94.1,Upon Delivery,2018-07-26,2018-10-24,PO269930,Ahafo North,PRJ3267,BUD993,VP,Completed
TXN000209,SUP0278,2011-03-04,1828612.7499999998,GHS,Equipment Parts,Catering Services,Maintenance,3,Open Tender,27.3,Upon Delivery,2011-03-04,2011-06-02,PO489244,Ahafo South,PRJ9452,BUD971,Manager,Completed
TXN000210,SUP0393,2016-05-24,176102.13,USD,Electrical Services,Fuel & Lubricants,Environmental,1,Open Tender,86.5,Net 60,2016-05-24,2016-06-23,PO386042,Accra Office,PRJ9410,BUD250,SVP,Completed
TXN000211,SUP0028,2012-01-22,79334.89,USD,Supplies & Materials,Construction Services,Administration,1,Restricted Tender,56.5,Upon Delivery,2012-01-22,2012-02-21,PO466566,Ahafo South,PRJ7797,BUD154,SVP,Completed
TXN000212,SUP0180,2021-04-05,19675.39,USD,Environmental Services,Mechanical Services,Mining Operations,6,Direct Award,97.2,Net 60,2021-04-05,2021-10-02,PO504924,Ahafo South,PRJ7142,BUD329,Manager,Completed
TXN000213,SUP0034,2017-02-23,1234170.03,USD,Consulting Services,Consulting Services,Community Relations,1,Open Tender,11.0,Net 90,2017-02-23,2017-03-25,PO929822,Ahafo North,PRJ3254,BUD139,VP,Completed
TXN000214,SUP0214,2020-08-06,89103.08,USD,Maintenance Services,Environmental Services,Mining Operations,36,Open Tender,80.3,Net 60,2020-08-06,2023-07-22,PO895702,Accra Office,PRJ8349,BUD730,Manager,Completed
TXN000215,SUP0265,2011-10-12,126664.15,USD,IT Services,Equipment Parts,Mining Operations,1,Open Tender,7.6,Net 90,2011-10-12,2011-11-11,PO326130,Ahafo North,PRJ9991,BUD844,SVP,Completed
TXN000216,SUP0389,2012-06-29,1846262.66,USD,Equipment Rental,IT Services,Mining Operations,2,Open Tender,36.5,Net 60,2012-06-29,2012-08-28,PO415779,,PRJ1782,BUD344,SVP,Completed
TXN000217,SUP0061,2024-05-01,187038.95,USD,Fuel & Lubricants,Laboratory Services,Security,3,Open Tender,79.7,Upon Delivery,2024-05-01,2024-07-30,PO165858,Ahafo South,PRJ9189,BUD711,Manager,Completed
TXN000218,SUP0045,2024-03-04,53944.91,USD,Laboratory Services,Safety Equipment,Environmental,24,Restricted Tender,76.7,Net 60,2024-03-04,2026-02-22,PO853448,Ahafo North,PRJ5772,BUD539,Manager,Active
TXN000219,SUP0371,2023-10-16,36983.39,USD,Supplies & Materials,Laboratory Services,Maintenance,2,Open Tender,99.1,Net 60,2023-10-16,2023-12-15,PO698384,Accra Office,PRJ4068,BUD780,Manager,Cancelled
TXN000220,SUP0372,2021-09-28,24234.72,USD,Consulting Services,Legal Services,Mining Operations,6,Restricted Tender,96.5,Net 30,2021-09-28,2022-03-27,PO651613,Ahafo South,PRJ7397,BUD994,SVP,Completed
TXN000221,SUP0081,2010-12-23,2080659.8,USD,Fuel & Lubricants,Mechanical Services,Mining Operations,3,Open Tender,13.6,Upon Delivery,2010-12-23,2011-03-23,PO491435,Subika,PRJ1266,BUD465,Manager,Cancelled
TXN000222,SUP0362,2017-09-25,3282430.7500000005,GHS,Safety Equipment,Laboratory Services,Community Relations,1,Open Tender,34.2,Net 30,2017-09-25,2017-10-25,PO908977,Subika,PRJ3185,BUD145,VP,Completed
TXN000223,SUP0059,2022-03-31,45757.88,USD,Safety Equipment,IT Services,Mining Operations,2,Open Tender,95.8,Net 60,2022-03-31,2022-05-30,PO970720,Accra Office,PRJ8840,BUD746,Director,Completed
TXN000224,SUP0027,2013-01-09,2610217.75,GHS,Equipment Rental,Waste Management,Mining Operations,1,Open Tender,89.9,Upon Delivery,2013-01-09,2013-02-08,PO138780,Subika,PRJ4302,BUD144,Director,Completed
TXN000225,SUP0217,2010-12-10,131214.48,USD,Civil Works,Waste Management,Security,2,Open Tender,87.7,Net 90,2010-12-10,2011-02-08,PO640418,Accra Office,PRJ9897,BUD584,VP,Completed
TXN000226,SUP0268,2010-10-27,200749.87,USD,Electrical Services,Fuel & Lubricants,Mining Operations,36,Open Tender,14.6,Net 60,2010-10-27,2013-10-11,PO400009,Subika,PRJ1783,BUD986,VP,Completed
TXN000227,SUP0444,2016-02-17,141135.31,USD,Financial Services,Construction Services,Maintenance,1,Open Tender,94.6,Net 90,2016-02-17,2016-03-18,PO558176,Accra Office,PRJ8204,BUD495,VP,Completed
TXN000228,SUP0276,2014-03-11,423306.74,USD,Fuel & Lubricants,Civil Works,Mining Operations,2,Restricted Tender,34.8,Upon Delivery,2014-03-11,2014-05-10,PO485191,Subika,PRJ2353,BUD844,SVP,Completed
