performance_id,supplier_id,year,quarter,assessment_date,delivery_performance_pct,quality_score,cost_competitiveness_score,safety_compliance_score,contract_compliance_pct,innovation_score,capacity_utilization_pct,overall_score,improvement_recommendations,contract_renewals_eligible,assessed_by
PERF000178,SUP0004,2019,1,2019-03-01,86.6,7.4,6.4,6.7,74.3,6.3,78.1,6.7,Enhance quality controls,Under Review,Assessor_07
PERF000179,SUP0004,2019,2,2019-06-01,75.2,8.0,6.9,7.6,73.6,4.7,94.3,6.8,Enhance quality controls,Under Review,Assessor_04
PERF000180,SUP0004,2019,3,2019-09-01,76.5,7.3,7.0,7.7,78.9,6.4,89.3,7.1,Focus on delivery timelines,Under Review,Assessor_10
PERF000181,SUP0004,2019,4,2019-12-01,84.6,7.6,7.4,6.3,61.9,4.7,85.2,6.5,Enhance quality controls,Under Review,Assessor_11
PERF000182,SUP0004,2020,1,2020-03-01,87.9,6.3,6.4,6.1,72.6,5.1,95.9,6.0,Comprehensive improvement plan required,No,Assessor_13
PERF000183,SUP0004,2020,2,2020-06-01,85.6,7.2,8.1,7.1,71.8,5.4,72.6,7.0,Enhance quality controls,Under Review,Assessor_11
PERF000184,SUP0004,2020,3,2020-09-01,78.4,7.2,7.5,7.8,57.1,4.3,84.6,6.7,Enhance quality controls,Under Review,Assessor_16
PERF000185,SUP0004,2020,4,2020-12-01,86.3,8.2,5.5,6.7,77.0,4.1,92.5,6.1,Enhance quality controls,Under Review,Assessor_18
PERF000186,SUP0004,2021,1,2021-03-01,89.4,7.1,6.2,6.4,74.2,6.2,85.8,6.5,Enhance quality controls,Under Review,Assessor_16
PERF000187,SUP0004,2021,2,2021-06-01,86.0,8.1,6.2,6.5,66.4,2.9,100.0,5.9,Comprehensive improvement plan required,No,Assessor_12
PERF000188,SUP0004,2021,3,2021-09-01,77.8,7.6,6.4,6.2,82.1,5.6,88.8,6.5,Enhance quality controls,Under Review,Assessor_17
PERF000189,SUP0004,2021,4,2021-12-01,84.8,6.7,5.5,7.4,64.4,5.5,84.6,6.3,Enhance quality controls,Under Review,Assessor_11
PERF000190,SUP0004,2022,1,2022-03-01,81.5,7.7,5.1,6.7,77.3,4.5,88.8,6.0,Enhance quality controls,Under Review,Assessor_18
PERF000191,SUP0004,2022,2,2022-06-01,83.4,6.8,6.9,7.5,93.2,6.5,67.1,6.9,Enhance quality controls,Under Review,Assessor_19
PERF000192,SUP0004,2022,3,2022-09-01,83.7,8.0,6.7,6.3,72.9,6.8,88.6,7.0,Enhance quality controls,Under Review,Assessor_12
PERF000193,SUP0004,2022,4,2022-12-01,82.2,7.1,6.1,7.4,88.1,5.7,74.1,6.6,Enhance quality controls,Under Review,Assessor_09
PERF000194,SUP0004,2023,1,2023-03-01,85.5,7.9,4.8,7.7,75.4,5.6,89.3,6.5,Enhance quality controls,Under Review,Assessor_14
PERF000195,SUP0004,2023,2,2023-06-01,76.0,7.0,6.2,6.5,68.2,2.7,92.0,5.6,Comprehensive improvement plan required,No,Assessor_03
PERF000196,SUP0004,2023,3,2023-09-01,85.0,7.7,5.8,6.8,65.3,6.4,83.5,6.7,Enhance quality controls,Under Review,Assessor_14
PERF000197,SUP0004,2023,4,2023-12-01,80.6,7.7,7.1,6.4,74.6,4.4,100.0,6.4,Enhance quality controls,Under Review,Assessor_19
PERF000198,SUP0004,2024,1,2024-03-01,91.1,7.1,6.5,6.9,71.1,6.1,95.6,6.7,Enhance quality controls,Under Review,Assessor_04
PERF000199,SUP0004,2024,2,2024-06-01,69.4,7.9,6.2,6.5,68.0,5.1,90.9,6.4,Enhance quality controls,Under Review,Assessor_15
PERF000200,SUP0004,2024,3,2024-09-01,76.5,7.0,8.0,7.8,79.4,4.9,76.5,6.9,Enhance quality controls,Under Review,Assessor_14
PERF000201,SUP0004,2024,4,2024-12-01,87.5,8.0,6.8,7.1,78.9,4.2,100.0,6.5,Enhance quality controls,Under Review,Assessor_06
PERF000202,SUP0004,2025,1,2025-03-01,91.7,6.6,6.7,7.6,73.2,4.8,90.1,6.4,Enhance quality controls,Under Review,Assessor_17
PERF000203,SUP0004,2025,2,2025-06-01,86.8,7.5,7.3,7.9,75.6,5.4,81.5,7.0,Enhance quality controls,Under Review,Assessor_04
PERF000204,SUP0004,2025,3,2025-09-01,81.6,7.0,5.8,6.4,59.3,4.6,93.2,6.0,Comprehensive improvement plan required,No,Assessor_09
PERF000205,SUP0005,2017,1,2017-03-01,90.7,8.1,8.1,8.4,88.6,6.3,85.9,7.7,Focus on delivery timelines,Under Review,Assessor_14
PERF000206,SUP0005,2017,2,2017-06-01,99.9,7.4,8.2,7.2,91.7,6.3,75.8,7.3,Focus on delivery timelines,Under Review,Assessor_09
PERF000207,SUP0005,2017,3,2017-09-01,100.0,7.6,7.9,8.3,100.0,7.6,69.1,7.8,Focus on delivery timelines,Under Review,Assessor_07
PERF000208,SUP0005,2017,4,2017-12-01,98.1,9.0,7.9,7.5,77.9,6.3,87.5,7.7,Focus on delivery timelines,Under Review,Assessor_16
PERF000209,SUP0005,2018,1,2018-03-01,100.0,8.9,7.8,8.6,82.6,6.0,83.8,7.8,Focus on delivery timelines,Under Review,Assessor_03
PERF000210,SUP0005,2018,2,2018-06-01,93.2,7.7,7.6,7.5,89.2,8.3,95.2,7.8,Focus on delivery timelines,Under Review,Assessor_14
PERF000211,SUP0005,2018,3,2018-09-01,95.3,8.0,6.7,8.6,87.7,6.2,100.0,7.4,Focus on delivery timelines,Under Review,Assessor_06
PERF000212,SUP0005,2018,4,2018-12-01,92.7,7.1,7.3,8.0,77.5,6.1,100.0,7.1,Focus on delivery timelines,Under Review,Assessor_05
PERF000213,SUP0005,2019,1,2019-03-01,93.3,8.8,8.4,8.5,86.9,4.9,93.1,7.7,Focus on delivery timelines,Under Review,Assessor_06
PERF000214,SUP0005,2019,2,2019-06-01,93.7,8.7,7.7,7.9,80.9,6.9,100.0,7.8,Focus on delivery timelines,Under Review,Assessor_19
PERF000215,SUP0005,2019,3,2019-09-01,91.7,8.3,8.2,8.4,88.6,6.7,91.5,7.9,Focus on delivery timelines,Under Review,Assessor_13
PERF000216,SUP0005,2019,4,2019-12-01,99.2,7.9,7.6,8.5,91.0,6.3,79.4,7.6,Focus on delivery timelines,Under Review,Assessor_06
PERF000217,SUP0005,2020,1,2020-03-01,92.3,9.2,8.3,8.0,73.1,6.2,100.0,7.9,Focus on delivery timelines,Under Review,Assessor_02
PERF000218,SUP0005,2020,2,2020-06-01,98.1,8.4,6.7,8.2,84.0,8.4,94.4,7.9,Focus on delivery timelines,Under Review,Assessor_18
PERF000219,SUP0005,2020,3,2020-09-01,99.7,8.7,9.0,7.2,98.8,6.3,100.0,7.8,Focus on delivery timelines,Under Review,Assessor_15
PERF000220,SUP0005,2020,4,2020-12-01,95.3,8.5,7.2,8.5,95.9,5.9,86.0,7.5,Focus on delivery timelines,Under Review,Assessor_03
PERF000221,SUP0005,2021,1,2021-03-01,91.8,8.1,9.1,8.4,90.8,7.2,86.0,8.2,Minor process improvements needed,Yes,Assessor_13
PERF000222,SUP0005,2021,2,2021-06-01,99.4,8.8,7.7,7.5,78.6,5.7,82.4,7.4,Focus on delivery timelines,Under Review,Assessor_19
PERF000223,SUP0005,2021,3,2021-09-01,96.6,8.2,7.9,8.4,90.7,7.2,87.6,7.9,Focus on delivery timelines,Under Review,Assessor_19
PERF000224,SUP0005,2021,4,2021-12-01,100.0,8.7,8.0,8.3,100.0,7.5,100.0,8.1,Minor process improvements needed,Yes,Assessor_14
PERF000225,SUP0005,2022,1,2022-03-01,100.0,8.3,7.8,8.2,87.6,6.5,86.1,7.7,Focus on delivery timelines,Under Review,Assessor_14
PERF000226,SUP0005,2022,2,2022-06-01,90.4,8.9,8.8,7.7,92.8,7.5,100.0,8.2,Minor process improvements needed,Under Review,Assessor_16
PERF000227,SUP0005,2022,3,2022-09-01,99.7,8.9,7.5,8.3,85.8,5.5,92.3,7.5,Focus on delivery timelines,Under Review,Assessor_05
PERF000228,SUP0005,2022,4,2022-12-01,94.1,8.7,8.8,8.6,91.1,7.6,64.9,8.4,Minor process improvements needed,Yes,Assessor_12
PERF000229,SUP0005,2023,1,2023-03-01,100.0,8.5,8.7,8.1,82.6,6.0,88.4,7.8,Focus on delivery timelines,Under Review,Assessor_19
PERF000230,SUP0005,2023,2,2023-06-01,100.0,8.5,9.1,9.0,86.8,5.8,83.0,8.1,Minor process improvements needed,Yes,Assessor_09
PERF000231,SUP0005,2023,3,2023-09-01,94.4,9.8,8.1,8.2,88.3,5.9,69.9,8.0,Focus on delivery timelines,Under Review,Assessor_08
PERF000232,SUP0005,2023,4,2023-12-01,98.3,7.9,6.9,6.8,85.4,9.1,79.1,7.7,Focus on delivery timelines,Under Review,Assessor_17
PERF000233,SUP0005,2024,1,2024-03-01,86.2,8.6,8.0,9.0,85.3,7.0,100.0,8.1,Minor process improvements needed,Yes,Assessor_11
PERF000234,SUP0005,2024,2,2024-06-01,96.6,9.1,8.1,9.1,91.6,7.6,91.3,8.5,Minor process improvements needed,Yes,Assessor_14
PERF000235,SUP0005,2024,3,2024-09-01,96.6,8.6,7.1,8.7,92.9,5.0,100.0,7.3,Focus on delivery timelines,Under Review,Assessor_16
PERF000236,SUP0005,2024,4,2024-12-01,100.0,8.3,8.6,8.7,96.7,4.9,97.8,7.6,Focus on delivery timelines,Under Review,Assessor_05
PERF000237,SUP0005,2025,1,2025-03-01,100.0,8.7,7.2,8.3,90.9,6.1,85.4,7.6,Focus on delivery timelines,Under Review,Assessor_07
PERF000238,SUP0005,2025,2,2025-06-01,100.0,8.3,8.6,8.6,90.8,9.4,88.9,8.7,Minor process improvements needed,Yes,Assessor_06
PERF000239,SUP0005,2025,3,2025-09-01,98.5,8.9,7.4,7.4,85.2,9.6,87.1,8.3,Minor process improvements needed,Under Review,Assessor_05
PERF000240,SUP0006,2023,1,2023-03-01,85.8,6.6,8.4,6.3,84.0,6.8,81.2,7.0,Focus on delivery timelines,Under Review,Assessor_12
PERF000241,SUP0006,2023,2,2023-06-01,86.4,7.2,5.5,6.6,62.1,7.0,100.0,6.6,Enhance quality controls,Under Review,Assessor_01
PERF000242,SUP0006,2023,3,2023-09-01,87.8,7.7,9.4,7.3,68.6,5.4,92.2,7.5,Focus on delivery timelines,Under Review,Assessor_10
PERF000243,SUP0006,2023,4,2023-12-01,90.6,7.7,6.5,6.9,63.5,4.6,97.5,6.4,Enhance quality controls,Under Review,Assessor_02
PERF000244,SUP0006,2024,1,2024-03-01,92.2,7.2,7.9,6.5,78.1,4.2,88.9,6.5,Enhance quality controls,Under Review,Assessor_14
PERF000245,SUP0006,2024,2,2024-06-01,83.9,6.9,6.8,8.0,81.6,5.2,94.9,6.7,Enhance quality controls,Under Review,Assessor_04
PERF000246,SUP0006,2024,3,2024-09-01,82.7,7.1,7.1,7.2,70.9,5.6,91.9,6.7,Enhance quality controls,Under Review,Assessor_13
PERF000247,SUP0006,2024,4,2024-12-01,92.4,7.3,6.8,7.8,68.7,4.5,75.3,6.6,Enhance quality controls,Under Review,Assessor_12
PERF000248,SUP0006,2025,1,2025-03-01,80.3,7.3,8.0,7.2,67.8,5.0,93.5,6.9,Enhance quality controls,Under Review,Assessor_17
PERF000249,SUP0006,2025,2,2025-06-01,80.3,7.7,7.8,6.7,91.1,5.2,88.7,6.9,Enhance quality controls,Under Review,Assessor_05
PERF000250,SUP0006,2025,3,2025-09-01,84.5,6.5,7.2,7.3,91.6,5.1,90.7,6.5,Enhance quality controls,Under Review,Assessor_17
PERF000251,SUP0007,2011,1,2011-03-01,83.1,6.1,7.0,9.0,67.8,3.5,100.0,6.4,Enhance quality controls,Under Review,Assessor_11
PERF000252,SUP0007,2011,2,2011-06-01,83.8,7.4,7.5,7.3,60.2,3.6,100.0,6.4,Enhance quality controls,Under Review,Assessor_07
PERF000253,SUP0007,2011,3,2011-09-01,93.5,7.7,6.9,7.0,85.9,8.5,90.2,7.5,Focus on delivery timelines,Under Review,Assessor_16
PERF000254,SUP0007,2011,4,2011-12-01,96.4,7.4,7.9,7.4,87.7,4.6,100.0,6.8,Enhance quality controls,Under Review,Assessor_03
PERF000255,SUP0007,2012,1,2012-03-01,86.0,6.9,7.8,7.4,83.8,6.2,82.3,7.1,Focus on delivery timelines,Under Review,Assessor_05
PERF000256,SUP0007,2012,2,2012-06-01,87.8,7.4,7.3,7.5,76.3,4.6,78.7,6.7,Enhance quality controls,Under Review,Assessor_04
PERF000257,SUP0007,2012,3,2012-09-01,90.4,6.9,7.0,6.7,75.7,3.4,90.4,6.0,Comprehensive improvement plan required,No,Assessor_08
PERF000258,SUP0007,2012,4,2012-12-01,85.0,6.4,7.4,6.7,69.4,6.4,85.5,6.7,Enhance quality controls,Under Review,Assessor_14
PERF000259,SUP0007,2013,1,2013-03-01,90.9,7.0,6.5,7.2,75.6,5.9,100.0,6.7,Enhance quality controls,Under Review,Assessor_13
PERF000260,SUP0007,2013,2,2013-06-01,77.7,7.9,6.4,7.4,78.5,6.9,100.0,7.1,Focus on delivery timelines,Under Review,Assessor_08
PERF000261,SUP0007,2013,3,2013-09-01,79.6,8.3,7.7,5.7,92.9,4.7,77.9,6.6,Enhance quality controls,Under Review,Assessor_15
PERF000262,SUP0007,2013,4,2013-12-01,91.5,8.7,7.4,6.9,78.3,3.5,81.3,6.6,Enhance quality controls,Under Review,Assessor_02
PERF000263,SUP0007,2014,1,2014-03-01,84.2,6.9,7.8,6.7,76.9,6.3,82.1,6.9,Enhance quality controls,Under Review,Assessor_18
PERF000264,SUP0007,2014,2,2014-06-01,91.2,6.9,6.4,7.9,76.5,4.7,95.6,6.5,Enhance quality controls,Under Review,Assessor_12
PERF000265,SUP0007,2014,3,2014-09-01,84.1,7.8,7.2,7.2,83.9,6.4,86.6,7.1,Focus on delivery timelines,Under Review,Assessor_19
PERF000266,SUP0007,2014,4,2014-12-01,88.0,7.1,5.1,7.2,90.2,6.8,97.9,6.6,Enhance quality controls,Under Review,Assessor_01
PERF000267,SUP0007,2015,1,2015-03-01,93.0,7.1,6.8,7.5,80.2,5.4,70.9,6.7,Enhance quality controls,Under Review,Assessor_19
PERF000268,SUP0007,2015,2,2015-06-01,84.7,7.6,7.4,7.2,56.3,5.7,73.8,7.0,Enhance quality controls,Under Review,Assessor_14
PERF000269,SUP0007,2015,3,2015-09-01,86.0,7.4,7.3,6.0,89.8,4.7,100.0,6.3,Enhance quality controls,Under Review,Assessor_06
PERF000270,SUP0007,2015,4,2015-12-01,92.4,7.5,7.6,6.7,66.7,6.6,92.0,7.1,Focus on delivery timelines,Under Review,Assessor_18
PERF000271,SUP0007,2016,1,2016-03-01,82.8,7.6,6.8,8.8,71.3,6.9,93.4,7.5,Focus on delivery timelines,Under Review,Assessor_10
PERF000272,SUP0007,2016,2,2016-06-01,82.8,7.6,6.2,7.8,80.7,5.8,94.9,6.8,Enhance quality controls,Under Review,Assessor_11
PERF000273,SUP0007,2016,3,2016-09-01,86.2,8.3,6.6,6.3,76.7,5.1,84.9,6.6,Enhance quality controls,Under Review,Assessor_12
PERF000274,SUP0007,2016,4,2016-12-01,91.0,7.9,6.8,7.0,80.3,7.5,75.9,7.3,Focus on delivery timelines,Under Review,Assessor_16
PERF000275,SUP0007,2017,1,2017-03-01,80.5,8.6,7.7,8.0,80.6,6.3,100.0,7.6,Focus on delivery timelines,Under Review,Assessor_08
PERF000276,SUP0007,2017,2,2017-06-01,91.3,8.0,5.2,6.8,76.4,5.4,80.8,6.4,Enhance quality controls,Under Review,Assessor_13
PERF000277,SUP0007,2017,3,2017-09-01,84.1,7.6,8.4,7.4,81.5,4.1,82.1,6.9,Enhance quality controls,Under Review,Assessor_12
PERF000278,SUP0007,2017,4,2017-12-01,92.3,7.9,6.7,7.9,87.0,5.7,92.6,7.1,Focus on delivery timelines,Under Review,Assessor_01
PERF000279,SUP0007,2018,1,2018-03-01,83.1,8.1,6.9,7.3,65.1,6.0,94.5,7.1,Focus on delivery timelines,Under Review,Assessor_18
PERF000280,SUP0007,2018,2,2018-06-01,90.7,7.9,5.8,7.4,79.1,5.0,98.6,6.5,Enhance quality controls,Under Review,Assessor_14
PERF000281,SUP0007,2018,3,2018-09-01,84.6,7.7,6.8,7.3,91.0,3.0,100.0,6.2,Enhance quality controls,Under Review,Assessor_03
PERF000282,SUP0007,2018,4,2018-12-01,87.7,7.2,7.4,7.7,80.4,6.1,84.0,7.1,Focus on delivery timelines,Under Review,Assessor_19
PERF000283,SUP0007,2019,1,2019-03-01,80.7,7.6,6.6,7.8,86.2,7.3,78.3,7.3,Focus on delivery timelines,Under Review,Assessor_11
PERF000284,SUP0007,2019,2,2019-06-01,91.0,7.9,6.6,7.8,94.6,5.4,95.5,6.9,Enhance quality controls,Under Review,Assessor_07
PERF000285,SUP0007,2019,3,2019-09-01,82.6,8.2,7.4,8.2,83.1,5.0,100.0,7.2,Focus on delivery timelines,Under Review,Assessor_10
PERF000286,SUP0007,2019,4,2019-12-01,86.7,8.2,8.2,7.5,73.6,4.7,97.1,7.1,Focus on delivery timelines,Under Review,Assessor_13
PERF000287,SUP0007,2020,1,2020-03-01,88.2,7.8,6.5,8.0,79.0,4.9,100.0,6.8,Enhance quality controls,Under Review,Assessor_03
PERF000288,SUP0007,2020,2,2020-06-01,89.0,7.7,7.7,6.7,65.8,7.6,80.2,7.4,Focus on delivery timelines,Under Review,Assessor_01
PERF000289,SUP0007,2020,3,2020-09-01,93.3,8.1,6.9,6.6,96.4,6.3,100.0,7.0,Enhance quality controls,Under Review,Assessor_19
PERF000290,SUP0007,2020,4,2020-12-01,85.2,7.4,6.9,8.1,79.6,7.5,73.8,7.5,Focus on delivery timelines,Under Review,Assessor_08
PERF000291,SUP0007,2021,1,2021-03-01,89.7,7.8,6.2,7.3,84.3,5.7,95.4,6.8,Enhance quality controls,Under Review,Assessor_03
PERF000292,SUP0007,2021,2,2021-06-01,86.5,8.7,7.1,8.4,75.9,5.6,91.9,7.4,Focus on delivery timelines,Under Review,Assessor_09
PERF000293,SUP0007,2021,3,2021-09-01,88.9,7.7,7.1,6.9,72.0,6.5,76.8,7.1,Focus on delivery timelines,Under Review,Assessor_15
PERF000294,SUP0007,2021,4,2021-12-01,97.2,7.8,7.7,7.7,76.2,6.5,82.1,7.5,Focus on delivery timelines,Under Review,Assessor_16
PERF000295,SUP0007,2022,1,2022-03-01,87.9,8.8,5.7,7.2,82.6,7.8,92.1,7.4,Focus on delivery timelines,Under Review,Assessor_02
PERF000296,SUP0007,2022,2,2022-06-01,91.9,8.8,7.6,6.7,89.1,4.5,84.4,6.9,Enhance quality controls,Under Review,Assessor_01
PERF000297,SUP0007,2022,3,2022-09-01,91.0,7.6,7.5,7.5,84.3,5.2,84.5,7.0,Enhance quality controls,Under Review,Assessor_07
PERF000298,SUP0007,2022,4,2022-12-01,93.9,8.0,7.9,8.1,77.3,6.5,82.9,7.6,Focus on delivery timelines,Under Review,Assessor_13
PERF000299,SUP0007,2023,1,2023-03-01,92.5,8.4,6.2,8.0,89.9,7.6,66.8,7.5,Focus on delivery timelines,Under Review,Assessor_17
PERF000300,SUP0007,2023,2,2023-06-01,84.3,7.9,7.6,8.1,78.4,5.6,73.1,7.3,Focus on delivery timelines,Under Review,Assessor_19
PERF000301,SUP0007,2023,3,2023-09-01,88.0,8.2,8.5,6.2,91.5,5.4,68.8,7.1,Focus on delivery timelines,Under Review,Assessor_08
PERF000302,SUP0007,2023,4,2023-12-01,92.3,7.8,5.3,8.2,76.9,4.6,95.2,6.5,Enhance quality controls,Under Review,Assessor_19
PERF000303,SUP0007,2024,1,2024-03-01,87.8,7.7,7.1,7.8,79.3,4.0,95.1,6.7,Enhance quality controls,Under Review,Assessor_08
PERF000304,SUP0007,2024,2,2024-06-01,90.1,7.7,6.3,6.9,90.7,3.8,100.0,6.2,Enhance quality controls,Under Review,Assessor_14
PERF000305,SUP0007,2024,3,2024-09-01,85.5,7.4,7.5,7.2,78.9,7.1,76.7,7.3,Focus on delivery timelines,Under Review,Assessor_02
PERF000306,SUP0007,2024,4,2024-12-01,87.3,7.4,6.6,7.8,86.1,6.4,92.5,7.1,Focus on delivery timelines,Under Review,Assessor_09
PERF000307,SUP0007,2025,1,2025-03-01,89.0,7.4,7.1,8.5,75.8,4.9,100.0,7.0,Enhance quality controls,Under Review,Assessor_17
PERF000308,SUP0007,2025,2,2025-06-01,82.3,7.7,7.0,6.7,73.4,4.4,90.3,6.5,Enhance quality controls,Under Review,Assessor_11
PERF000309,SUP0007,2025,3,2025-09-01,90.1,7.5,7.3,8.6,75.7,4.6,87.4,7.0,Focus on delivery timelines,Under Review,Assessor_02
PERF000310,SUP0008,2015,1,2015-03-01,100.0,9.1,9.4,10.0,100.0,6.3,100.0,8.7,Minor process improvements needed,Yes,Assessor_17
PERF000311,SUP0008,2015,2,2015-06-01,100.0,9.1,9.8,9.2,100.0,6.3,100.0,8.6,Minor process improvements needed,Yes,Assessor_06
PERF000312,SUP0008,2015,3,2015-09-01,100.0,9.2,9.1,9.4,98.3,7.2,100.0,8.7,Minor process improvements needed,Yes,Assessor_15
PERF000313,SUP0008,2015,4,2015-12-01,100.0,9.9,9.4,8.3,100.0,8.6,100.0,9.1,None - Excellent Performance,Yes,Assessor_15
PERF000314,SUP0008,2016,1,2016-03-01,100.0,8.9,8.6,8.7,94.8,7.3,89.6,8.4,Minor process improvements needed,Yes,Assessor_03
PERF000315,SUP0008,2016,2,2016-06-01,100.0,8.6,7.8,10.0,100.0,7.0,95.4,8.4,Minor process improvements needed,Yes,Assessor_13
PERF000316,SUP0008,2016,3,2016-09-01,99.0,9.1,10.0,8.3,100.0,6.9,100.0,8.6,Minor process improvements needed,Yes,Assessor_06
PERF000317,SUP0008,2016,4,2016-12-01,100.0,9.9,8.9,10.0,100.0,8.4,96.8,9.3,None - Excellent Performance,Yes,Assessor_18
PERF000318,SUP0008,2017,1,2017-03-01,100.0,9.7,9.3,9.0,87.5,6.5,96.8,8.6,Minor process improvements needed,Yes,Assessor_04
PERF000319,SUP0008,2017,2,2017-06-01,100.0,9.0,9.8,9.2,100.0,6.2,100.0,8.5,Minor process improvements needed,Yes,Assessor_15
PERF000320,SUP0008,2017,3,2017-09-01,100.0,9.1,9.5,8.7,92.9,7.5,80.2,8.7,Minor process improvements needed,Yes,Assessor_13
PERF000321,SUP0008,2017,4,2017-12-01,100.0,9.3,9.1,9.5,100.0,4.7,94.5,8.2,Minor process improvements needed,Yes,Assessor_19
PERF000322,SUP0008,2018,1,2018-03-01,100.0,9.3,10.0,10.0,100.0,7.0,100.0,9.1,None - Excellent Performance,Yes,Assessor_16
PERF000323,SUP0008,2018,2,2018-06-01,100.0,10.0,8.3,9.6,94.2,8.0,86.4,9.0,Minor process improvements needed,Yes,Assessor_13
PERF000324,SUP0008,2018,3,2018-09-01,100.0,10.0,9.9,8.6,100.0,6.5,84.2,8.8,Minor process improvements needed,Yes,Assessor_19
PERF000325,SUP0008,2018,4,2018-12-01,100.0,8.8,8.1,9.7,100.0,6.6,89.4,8.3,Minor process improvements needed,Yes,Assessor_08
PERF000326,SUP0008,2019,1,2019-03-01,100.0,9.6,9.4,9.7,100.0,6.3,100.0,8.7,Minor process improvements needed,Yes,Assessor_10
PERF000327,SUP0008,2019,2,2019-06-01,100.0,9.0,10.0,9.3,100.0,10.0,99.3,9.6,None - Excellent Performance,Yes,Assessor_07
PERF000328,SUP0008,2019,3,2019-09-01,100.0,9.9,8.5,9.1,92.2,7.2,98.5,8.7,Minor process improvements needed,Yes,Assessor_17
PERF000329,SUP0008,2019,4,2019-12-01,100.0,9.8,8.5,10.0,100.0,7.8,100.0,9.0,None - Excellent Performance,Yes,Assessor_09
PERF000330,SUP0008,2020,1,2020-03-01,100.0,10.0,9.3,9.7,100.0,4.9,94.9,8.5,Minor process improvements needed,Yes,Assessor_09
PERF000331,SUP0008,2020,2,2020-06-01,100.0,10.0,8.9,10.0,100.0,7.3,100.0,9.1,None - Excellent Performance,Yes,Assessor_18
PERF000332,SUP0008,2020,3,2020-09-01,100.0,9.7,9.2,10.0,84.8,6.6,98.9,8.9,Minor process improvements needed,Yes,Assessor_02
PERF000333,SUP0008,2020,4,2020-12-01,100.0,9.8,9.1,9.1,100.0,7.0,100.0,8.8,Minor process improvements needed,Yes,Assessor_04
PERF000334,SUP0008,2021,1,2021-03-01,100.0,10.0,9.0,10.0,100.0,7.1,100.0,9.0,None - Excellent Performance,Yes,Assessor_02
PERF000335,SUP0008,2021,2,2021-06-01,100.0,10.0,10.0,9.8,100.0,8.1,85.3,9.5,None - Excellent Performance,Yes,Assessor_05
PERF000336,SUP0008,2021,3,2021-09-01,100.0,10.0,8.5,10.0,94.3,6.0,80.7,8.6,Minor process improvements needed,Yes,Assessor_17
PERF000337,SUP0008,2021,4,2021-12-01,100.0,9.1,10.0,9.3,100.0,8.7,88.8,9.3,None - Excellent Performance,Yes,Assessor_13
PERF000338,SUP0008,2022,1,2022-03-01,100.0,9.5,10.0,8.8,100.0,8.6,99.6,9.2,None - Excellent Performance,Yes,Assessor_12
PERF000339,SUP0008,2022,2,2022-06-01,100.0,10.0,10.0,10.0,100.0,6.1,100.0,9.0,None - Excellent Performance,Yes,Assessor_17
PERF000340,SUP0008,2022,3,2022-09-01,100.0,10.0,8.3,9.6,100.0,5.6,100.0,8.4,Minor process improvements needed,Yes,Assessor_13
PERF000341,SUP0008,2022,4,2022-12-01,100.0,10.0,9.9,8.8,100.0,8.0,100.0,9.2,None - Excellent Performance,Yes,Assessor_05
PERF000342,SUP0008,2023,1,2023-03-01,100.0,9.7,9.6,9.5,91.6,6.7,81.1,8.8,Minor process improvements needed,Yes,Assessor_03
PERF000343,SUP0008,2023,2,2023-06-01,100.0,10.0,9.5,9.9,92.7,7.0,100.0,9.1,None - Excellent Performance,Yes,Assessor_07
PERF000344,SUP0008,2023,3,2023-09-01,100.0,9.8,9.7,9.2,100.0,8.7,88.7,9.4,None - Excellent Performance,Yes,Assessor_10
PERF000345,SUP0008,2023,4,2023-12-01,100.0,10.0,7.8,10.0,100.0,7.3,94.9,8.8,Minor process improvements needed,Yes,Assessor_16
PERF000346,SUP0008,2024,1,2024-03-01,100.0,9.6,10.0,9.7,95.0,5.3,81.5,8.6,Minor process improvements needed,Yes,Assessor_19
PERF000347,SUP0008,2024,2,2024-06-01,100.0,10.0,8.9,10.0,97.4,9.2,100.0,9.5,None - Excellent Performance,Yes,Assessor_11
PERF000348,SUP0008,2024,3,2024-09-01,100.0,10.0,9.6,8.8,100.0,8.7,100.0,9.3,None - Excellent Performance,Yes,Assessor_06
PERF000349,SUP0008,2024,4,2024-12-01,100.0,10.0,10.0,9.4,95.6,9.1,100.0,9.6,None - Excellent Performance,Yes,Assessor_09
PERF000350,SUP0008,2025,1,2025-03-01,100.0,10.0,8.6,10.0,100.0,5.8,92.9,8.6,Minor process improvements needed,Yes,Assessor_18
PERF000351,SUP0008,2025,2,2025-06-01,100.0,10.0,9.6,10.0,100.0,8.0,87.0,9.4,None - Excellent Performance,Yes,Assessor_13
PERF000352,SUP0008,2025,3,2025-09-01,100.0,10.0,8.3,9.9,100.0,9.5,100.0,9.4,None - Excellent Performance,Yes,Assessor_08
PERF000353,SUP0009,2018,1,2018-03-01,100.0,9.0,10.0,9.7,95.2,6.5,89.7,8.8,Minor process improvements needed,Yes,Assessor_17
PERF000354,SUP0009,2018,2,2018-06-01,100.0,9.1,10.0,9.0,97.8,6.6,99.5,8.7,Minor process improvements needed,Yes,Assessor_19
PERF000355,SUP0009,2018,3,2018-09-01,100.0,9.8,9.2,8.3,96.9,6.4,95.7,8.4,Minor process improvements needed,Yes,Assessor_10
